OverallQual,Neighborhood,GarageCars,BsmtQual,KitchenQual,ExterQual,GarageArea,FullBath,GarageFinish,Dure_garage,GarageType,Foundation,FireplaceQu,TotRmsAbvGrd,MSSubClass,Dure_house,HeatingQC,BsmtFinType1,Fireplaces,Exterior1st,Exterior2nd,MasVnrType,GrLivArea,MSZoning,OverallCond,HouseStyle,BsmtExposure,SaleCondition,SaleType,GarageCond,2ndFlrSF,TotalBsmtSF,LotShape,GarageQual,CentralAir,HalfBath,LotFrontage,Fence,Electric,OpenPorchSF,Electrical
5,OldTown,2,Fa,TA,TA,504,1,Unf,43,Detchd,BrkTil,nonappli,4,30,4,Gd,Unf,0,Wd Sdng,Wd Sdng,None,764,RM,5,1Story,No,Normal,WD,TA,0,680,IR3,TA,N,0,30,nonappli,FuseP,0,FuseP
4,MeadowV,1,Gd,TA,TA,297,1,Unf,36,BuiltIn,CBlock,nonappli,5,180,36,TA,GLQ,0,CemntBd,CmentBd,None,988,RM,5,SLvl,Gd,Normal,WD,TA,462,462,Reg,TA,Y,0,21,GdWo,SBrkr,101,SBrkr
6,Somerst,2,Gd,Gd,Gd,528,2,RFn,0,Detchd,PConc,nonappli,4,160,0,Ex,GLQ,0,VinylSd,VinylSd,Stone,1224,FV,5,2Story,Av,Partial,New,TA,612,612,Reg,TA,Y,1,30,nonappli,SBrkr,234,SBrkr
6,BrDale,1,TA,TA,TA,288,1,Unf,34,Attchd,CBlock,Po,5,160,34,TA,Unf,1,HdBoard,HdBoard,BrkFace,987,RM,5,2Story,No,Normal,WD,TA,504,483,Reg,TA,Y,1,21,nonappli,SBrkr,0,SBrkr
7,CollgCr,2,Gd,Gd,Gd,493,2,Unf,14,Attchd,PConc,TA,8,60,13,Ex,GLQ,1,VinylSd,VinylSd,None,1908,RL,5,2Story,No,Normal,WD,TA,975,915,Reg,TA,Y,1,70,nonappli,SBrkr,133,SBrkr
5,Edwards,1,TA,TA,TA,596,1,Unf,54,Attchd,CBlock,nonappli,6,20,54,TA,BLQ,0,Wd Sdng,Wd Sdng,None,1144,RL,6,1Story,Av,Normal,WD,TA,0,1144,Reg,TA,Y,0,68,nonappli,SBrkr,0,SBrkr
6,NWAmes,2,Gd,TA,TA,564,2,Unf,29,Attchd,CBlock,TA,6,80,29,TA,ALQ,1,HdBoard,HdBoard,BrkFace,1032,RL,6,SLvl,Av,Normal,WD,TA,0,1032,IR1,TA,Y,0,313,MnPrv,SBrkr,0,SBrkr
6,ClearCr,2,Gd,TA,Gd,521,2,Unf,19,Attchd,PConc,TA,8,60,18,TA,GLQ,1,Plywood,Plywood,BrkFace,2060,RL,5,2Story,No,Normal,WD,TA,896,1151,IR1,TA,Y,1,97,nonappli,SBrkr,228,SBrkr
5,SawyerW,2,TA,Gd,TA,576,1,Unf,4,Detchd,PConc,nonappli,6,20,4,Ex,GLQ,0,VinylSd,VinylSd,None,1114,RL,5,1Story,No,Normal,WD,TA,0,1114,Reg,TA,Y,1,66,nonappli,SBrkr,102,SBrkr
6,NWAmes,2,Gd,TA,TA,480,1,RFn,42,Attchd,CBlock,Gd,7,80,33,Fa,ALQ,1,HdBoard,HdBoard,BrkFace,1724,RL,5,SLvl,Av,Normal,WD,TA,0,1680,IR1,TA,Y,1,313,nonappli,SBrkr,0,SBrkr
6,BrDale,1,TA,TA,TA,264,1,Unf,34,Detchd,CBlock,nonappli,7,160,34,Gd,BLQ,0,HdBoard,HdBoard,BrkFace,1218,RM,7,2Story,No,Normal,WD,TA,546,672,Reg,TA,Y,1,21,nonappli,SBrkr,28,SBrkr
4,SawyerW,1,TA,TA,Fa,294,1,Unf,59,CarPort,CBlock,nonappli,4,20,59,Gd,Unf,0,Wd Sdng,AsbShng,None,841,RH,4,1Story,No,Normal,WD,TA,0,721,Reg,TA,Y,0,60,nonappli,SBrkr,0,SBrkr
8,StoneBr,2,Gd,Gd,Gd,461,1,RFn,20,Attchd,CBlock,nonappli,5,120,21,Ex,Unf,0,HdBoard,HdBoard,None,1088,RL,5,1Story,No,Normal,WD,TA,0,1074,Reg,TA,Y,1,313,nonappli,SBrkr,74,SBrkr
5,CollgCr,1,TA,TA,Gd,336,1,Unf,31,Attchd,CBlock,nonappli,6,20,4,Ex,ALQ,0,VinylSd,VinylSd,BrkFace,864,RL,8,1Story,No,Normal,WD,TA,0,864,IR1,TA,Y,0,313,GdWo,SBrkr,0,SBrkr
8,StoneBr,3,Gd,Gd,Gd,758,2,Fin,1,Attchd,PConc,TA,7,20,0,Ex,GLQ,1,VinylSd,Other,BrkFace,1826,RL,5,1Story,Gd,Partial,New,TA,0,1814,IR1,TA,Y,0,69,nonappli,SBrkr,75,SBrkr
5,IDOTRR,1,TA,Fa,TA,288,1,Unf,72,Detchd,BrkTil,nonappli,6,75,11,TA,Unf,0,MetalSd,MetalSd,None,1111,RM,7,2.5Unf,No,Normal,WD,TA,530,530,Reg,TA,N,0,60,nonappli,SBrkr,0,SBrkr
5,NAmes,2,TA,Gd,TA,576,1,Unf,16,Detchd,CBlock,nonappli,5,20,0,Ex,ALQ,0,VinylSd,VinylSd,BrkFace,912,RL,8,1Story,No,Normal,WD,TA,0,912,Reg,TA,Y,0,72,nonappli,SBrkr,240,SBrkr
8,NoRidge,3,Gd,Gd,Gd,671,2,Fin,11,Attchd,PConc,Gd,9,60,3,Ex,GLQ,1,VinylSd,VinylSd,BrkFace,2270,RL,7,2Story,No,Normal,WD,TA,1106,1152,IR1,TA,Y,1,92,nonappli,SBrkr,57,SBrkr
5,Mitchel,1,TA,TA,TA,264,1,Unf,24,Attchd,CBlock,nonappli,5,20,23,TA,ALQ,0,HdBoard,Plywood,None,923,RL,5,1Story,No,Normal,WD,TA,0,876,IR1,TA,Y,0,37,MnPrv,SBrkr,0,SBrkr
5,NAmes,2,TA,Gd,Gd,414,1,Unf,55,Attchd,Stone,nonappli,5,20,12,Gd,Unf,0,WdShing,Wd Shng,None,910,RL,7,1Story,Av,Normal,WD,TA,0,105,Reg,TA,Y,0,74,GdWo,SBrkr,0,SBrkr
3,NAmes,2,nonappli,TA,TA,400,2,Unf,22,Detchd,Slab,nonappli,6,90,59,Fa,nonappli,0,BrkFace,BrkFace,None,1040,RL,4,1Story,nonappli,Normal,WD,TA,0,0,Reg,TA,N,0,60,nonappli,FuseA,0,FuseA
4,OldTown,1,TA,TA,Fa,338,1,Fin,42,Detchd,PConc,nonappli,6,50,59,Ex,ALQ,0,CBlock,CBlock,None,1374,RL,6,1.5Fin,No,Normal,WD,TA,534,840,Reg,TA,Y,0,90,nonappli,SBrkr,0,SBrkr
9,NridgHt,3,Ex,Ex,Ex,732,2,Fin,0,Attchd,PConc,Ex,8,20,0,Ex,Unf,1,CemntBd,CmentBd,BrkFace,2121,RL,5,1Story,Gd,Partial,New,TA,0,2121,Reg,TA,Y,1,107,nonappli,SBrkr,98,SBrkr
7,Gilbert,2,Gd,Gd,Gd,434,2,Fin,3,BuiltIn,PConc,Gd,8,60,2,Ex,Unf,1,VinylSd,VinylSd,None,1959,RL,5,2Story,Av,Normal,WD,TA,1112,847,IR1,TA,Y,1,59,nonappli,SBrkr,48,SBrkr
5,BrkSide,2,TA,TA,TA,576,1,Unf,14,Detchd,BrkTil,nonappli,5,50,59,TA,Unf,0,Wd Sdng,Wd Sdng,None,1539,RM,6,1.5Fin,No,Normal,WD,TA,472,927,Reg,TA,Y,1,51,MnPrv,SBrkr,0,SBrkr
5,NAmes,1,TA,TA,TA,244,1,Fin,56,Attchd,PConc,Gd,7,20,56,Gd,LwQ,1,HdBoard,HdBoard,BrkFace,1268,RL,6,1Story,No,Normal,WD,TA,0,1268,Reg,TA,Y,0,78,nonappli,SBrkr,98,SBrkr
4,OldTown,1,TA,Fa,TA,308,1,Unf,10,Detchd,PConc,nonappli,5,30,57,Gd,ALQ,0,MetalSd,MetalSd,None,960,RM,4,1Story,No,Normal,WD,TA,0,960,Reg,TA,Y,0,50,nonappli,FuseA,0,FuseA
5,CollgCr,2,Gd,TA,TA,672,1,Unf,14,Attchd,PConc,nonappli,6,20,14,Ex,Unf,0,VinylSd,VinylSd,None,1097,RL,5,1Story,No,Normal,WD,TA,0,1097,Reg,TA,Y,1,112,nonappli,SBrkr,64,SBrkr
7,OldTown,2,Gd,TA,TA,320,1,Unf,92,Detchd,BrkTil,TA,6,75,36,Fa,Rec,2,Wd Sdng,Wd Sdng,None,1768,RM,7,2.5Unf,Mn,Normal,WD,TA,888,880,Reg,TA,N,1,60,nonappli,SBrkr,341,SBrkr
6,NAmes,1,TA,TA,TA,271,1,Unf,59,Attchd,CBlock,nonappli,6,50,4,Ex,BLQ,0,VinylSd,VinylSd,None,1668,RL,8,1.5Fin,No,Normal,WD,TA,556,856,Reg,TA,Y,1,80,MnPrv,SBrkr,0,SBrkr
6,NAmes,2,Fa,TA,TA,576,1,RFn,41,Attchd,CBlock,TA,5,20,41,Gd,Unf,2,Wd Sdng,Wd Sdng,BrkFace,1392,RL,3,1Story,No,Normal,WD,TA,0,1392,Reg,TA,Y,0,120,nonappli,SBrkr,0,SBrkr
6,BrkSide,1,TA,TA,TA,280,1,Unf,70,Detchd,CBlock,Gd,6,50,59,Ex,Unf,1,MetalSd,MetalSd,None,1412,RM,6,1.5Fin,No,Normal,WD,TA,587,780,Reg,TA,Y,0,50,nonappli,FuseF,0,FuseF
8,CollgCr,3,Ex,Ex,Gd,860,2,RFn,1,Attchd,PConc,Gd,8,20,1,Ex,Unf,1,VinylSd,VinylSd,Stone,1630,RL,5,1Story,Gd,Normal,WD,TA,0,1622,IR1,TA,Y,0,61,nonappli,SBrkr,42,SBrkr
7,Somerst,2,Gd,Gd,Gd,569,1,Fin,0,Attchd,PConc,nonappli,4,120,0,Ex,GLQ,0,VinylSd,VinylSd,None,1241,FV,5,1Story,No,Partial,New,TA,0,1241,IR1,TA,Y,1,35,nonappli,SBrkr,116,SBrkr
5,Mitchel,2,Gd,TA,TA,624,1,Unf,20,Detchd,CBlock,nonappli,5,85,37,Ex,ALQ,0,VinylSd,VinylSd,None,768,RL,7,SFoyer,Av,Normal,WD,TA,0,768,Reg,TA,Y,0,54,nonappli,SBrkr,0,SBrkr
6,Crawfor,2,TA,Gd,Gd,924,1,Unf,15,Detchd,CBlock,Gd,7,20,2,Ex,BLQ,1,HdBoard,HdBoard,BrkFace,1640,RL,7,1Story,No,Normal,WD,TA,0,1296,IR1,TA,Y,0,313,nonappli,SBrkr,0,SBrkr
8,StoneBr,2,Gd,Gd,Gd,567,2,RFn,0,Attchd,PConc,Gd,7,20,0,Ex,GLQ,1,MetalSd,MetalSd,BrkFace,1419,RL,6,1Story,Av,Partial,New,TA,0,1419,Reg,TA,Y,0,60,nonappli,SBrkr,0,SBrkr
5,Edwards,0,Gd,TA,TA,0,3,nonappli,-9.22E+18,nonappli,CBlock,nonappli,5,90,21,TA,GLQ,0,Plywood,Plywood,None,1200,RL,5,1Story,Gd,Alloca,WD,nonappli,0,1200,Reg,nonappli,Y,0,60,nonappli,SBrkr,0,SBrkr
7,NAmes,2,TA,Gd,TA,484,1,Fin,35,Attchd,CBlock,nonappli,7,60,3,Gd,ALQ,0,HdBoard,HdBoard,BrkFace,1479,RL,9,2Story,No,Normal,WD,TA,754,725,IR1,TA,Y,1,313,nonappli,SBrkr,32,SBrkr
6,NAmes,2,Gd,TA,Ex,601,1,Unf,18,Attchd,CBlock,TA,6,20,6,Ex,ALQ,1,MetalSd,MetalSd,None,1414,RL,8,1Story,No,Normal,WD,TA,0,1184,IR1,TA,Y,0,87,nonappli,SBrkr,51,SBrkr
5,OldTown,3,TA,TA,TA,513,1,Unf,92,Detchd,BrkTil,nonappli,7,70,58,Fa,Unf,0,AsbShng,AsbShng,None,1344,RM,5,2Story,No,Abnorml,COD,Fa,720,624,Reg,Fa,N,0,34,nonappli,SBrkr,0,SBrkr
5,Gilbert,2,nonappli,TA,TA,672,2,Unf,27,Attchd,Slab,TA,7,60,56,Gd,nonappli,1,Plywood,Plywood,None,2320,RL,6,2Story,nonappli,Normal,WD,TA,720,0,IR2,TA,Y,0,313,nonappli,SBrkr,144,SBrkr
4,BrkSide,0,TA,TA,TA,0,1,nonappli,-9.22E+18,nonappli,CBlock,TA,4,30,56,TA,Rec,2,WdShing,Wd Shng,None,788,RL,5,1Story,No,Abnorml,WD,nonappli,0,788,Reg,nonappli,Y,0,313,GdWo,FuseA,0,FuseA
6,NPkVill,2,TA,TA,TA,440,2,Unf,31,Attchd,CBlock,TA,7,160,31,TA,ALQ,1,Plywood,Brk Cmn,None,1441,RL,6,2Story,No,Normal,WD,TA,586,855,Reg,TA,Y,1,24,nonappli,SBrkr,0,SBrkr
6,NAmes,1,TA,TA,TA,300,1,Unf,1,Detchd,CBlock,nonappli,5,20,50,Ex,Rec,0,Wd Sdng,Wd Sdng,None,864,RL,6,1Story,No,Normal,WD,Ex,0,864,Reg,Ex,Y,0,70,nonappli,SBrkr,0,SBrkr
4,NAmes,2,TA,TA,TA,528,1,Unf,33,Detchd,PConc,nonappli,5,20,36,TA,ALQ,0,HdBoard,HdBoard,None,864,RL,6,1Story,No,Normal,WD,TA,0,864,Reg,TA,Y,0,60,GdWo,SBrkr,0,SBrkr
5,NAmes,3,TA,TA,TA,888,2,Unf,41,Detchd,CBlock,nonappli,9,90,51,TA,Unf,0,VinylSd,VinylSd,BrkFace,1776,RL,5,1Story,No,Abnorml,COD,TA,0,1584,Reg,TA,Y,0,85,nonappli,SBrkr,25,SBrkr
5,NAmes,1,TA,TA,TA,304,1,Unf,42,Attchd,CBlock,Fa,6,20,42,Ex,BLQ,1,VinylSd,VinylSd,None,1056,RL,6,1Story,No,Normal,WD,TA,0,1056,Reg,TA,Y,0,65,nonappli,SBrkr,85,SBrkr
1,Edwards,0,Fa,Fa,Fa,0,0,nonappli,-9.22E+18,nonappli,BrkTil,nonappli,4,30,59,Gd,BLQ,0,Wd Sdng,Wd Sdng,None,904,RL,1,1Story,Gd,Normal,WD,nonappli,0,683,IR1,nonappli,N,1,313,nonappli,FuseA,0,FuseA
7,Somerst,2,Ex,Gd,Ex,484,2,Fin,1,Attchd,PConc,Gd,7,20,1,Ex,GLQ,1,MetalSd,MetalSd,Stone,1478,FV,5,1Story,Av,Partial,New,TA,0,1470,IR2,TA,Y,1,313,nonappli,SBrkr,144,SBrkr
3,OldTown,1,Fa,TA,Gd,379,2,Unf,95,Detchd,CBlock,nonappli,8,50,60,Gd,Unf,0,VinylSd,VinylSd,None,1605,RM,6,2Story,No,Normal,WD,TA,765,840,Reg,TA,N,0,60,nonappli,SBrkr,0,SBrkr
7,CollgCr,2,Gd,Gd,Gd,588,2,RFn,9,Attchd,PConc,nonappli,7,60,9,Ex,GLQ,0,VinylSd,VinylSd,BrkFace,1790,RL,5,2Story,No,Abnorml,WD,TA,908,873,IR1,TA,Y,1,68,nonappli,SBrkr,88,SBrkr
5,NWAmes,2,TA,Gd,TA,484,2,Unf,33,Attchd,CBlock,TA,9,60,33,Ex,ALQ,1,Plywood,Plywood,BrkFace,1868,RL,7,2Story,No,Normal,WD,TA,780,780,IR1,TA,Y,1,313,nonappli,SBrkr,96,SBrkr
6,BrDale,1,TA,TA,TA,264,1,Unf,34,Detchd,CBlock,nonappli,7,160,34,TA,BLQ,0,HdBoard,HdBoard,BrkFace,1218,RM,5,2Story,No,Normal,WD,TA,546,672,Reg,TA,Y,1,21,nonappli,SBrkr,28,SBrkr
10,NridgHt,3,Ex,Ex,Ex,1220,2,Fin,1,Attchd,PConc,Gd,7,20,0,Ex,GLQ,1,CemntBd,CmentBd,BrkFace,2084,RL,5,1Story,Av,Partial,New,TA,0,2078,Reg,TA,Y,0,114,nonappli,SBrkr,45,SBrkr
6,NPkVill,2,Gd,TA,TA,440,2,Unf,33,Attchd,CBlock,TA,7,160,33,TA,ALQ,1,Plywood,Brk Cmn,None,1456,RL,6,2Story,No,Normal,WD,TA,601,855,Reg,TA,Y,1,24,nonappli,SBrkr,0,SBrkr
5,Edwards,1,TA,TA,Gd,276,1,Fin,43,Attchd,CBlock,nonappli,6,20,43,Gd,BLQ,0,HdBoard,HdBoard,None,1256,RL,6,1Story,No,Normal,WD,TA,0,1256,Reg,TA,Y,1,75,nonappli,SBrkr,68,SBrkr
6,Gilbert,2,Gd,Gd,Gd,393,2,Fin,4,Attchd,PConc,Gd,7,60,3,Ex,GLQ,1,VinylSd,VinylSd,None,1509,RL,5,2Story,No,Normal,WD,TA,702,783,IR1,TA,Y,1,313,nonappli,SBrkr,75,SBrkr
6,Crawfor,1,TA,Gd,TA,180,2,Unf,62,Detchd,CBlock,TA,9,70,5,Ex,ALQ,1,Wd Sdng,Wd Sdng,None,2320,RL,8,2Story,No,Normal,WD,TA,884,1028,IR1,TA,Y,1,61,MnPrv,SBrkr,0,SBrkr
6,Crawfor,3,Gd,TA,TA,864,2,Unf,89,Detchd,BrkTil,Gd,10,70,57,TA,BLQ,1,Wd Sdng,Stucco,None,2624,RL,6,2Story,No,Normal,WD,TA,1254,1370,IR1,TA,N,1,86,nonappli,FuseA,0,FuseA
6,IDOTRR,1,TA,Gd,TA,544,1,Unf,28,Detchd,PConc,Gd,6,50,57,TA,Unf,1,Wd Sdng,Wd Sdng,None,1375,RM,6,1.5Fin,No,Normal,WD,TA,595,780,Reg,TA,Y,1,50,nonappli,SBrkr,162,SBrkr
6,NAmes,1,TA,TA,TA,264,1,RFn,48,Attchd,CBlock,nonappli,6,190,48,TA,ALQ,0,HdBoard,HdBoard,BrkFace,1095,RL,5,SLvl,Gd,Normal,ConLD,TA,0,588,Reg,TA,Y,0,75,nonappli,SBrkr,0,SBrkr
5,Edwards,0,TA,TA,TA,0,2,nonappli,-9.22E+18,nonappli,CBlock,nonappli,9,90,5,Gd,ALQ,0,MetalSd,MetalSd,None,2200,RL,7,1.5Fin,No,Normal,WD,nonappli,928,1272,Reg,nonappli,Y,2,67,GdPrv,SBrkr,70,SBrkr
7,CollgCr,2,Gd,Gd,Gd,530,2,RFn,6,Attchd,PConc,TA,6,20,6,Ex,GLQ,1,VinylSd,VinylSd,BrkFace,1494,RL,5,1Story,Mn,Normal,WD,TA,0,1494,IR1,TA,Y,0,88,nonappli,SBrkr,36,SBrkr
4,Edwards,1,Fa,TA,TA,384,1,Unf,57,Detchd,CBlock,nonappli,6,50,7,Gd,Unf,0,MetalSd,HdBoard,None,1346,RL,7,2Story,No,Normal,WD,TA,550,560,Reg,Fa,N,1,70,GdWo,SBrkr,24,SBrkr
4,CollgCr,0,Gd,TA,TA,0,1,nonappli,-9.22E+18,nonappli,PConc,nonappli,5,20,12,Ex,GLQ,0,VinylSd,VinylSd,None,990,RL,5,1Story,No,Normal,WD,nonappli,0,990,Reg,nonappli,Y,0,60,nonappli,SBrkr,0,SBrkr
6,ClearCr,2,TA,TA,TA,360,3,Unf,100,Detchd,BrkTil,Gd,10,50,11,TA,Unf,1,Wd Sdng,Wd Sdng,None,2358,RL,8,1.5Fin,No,Normal,WD,TA,1051,907,IR2,Fa,Y,0,75,nonappli,SBrkr,40,SBrkr
5,OldTown,1,TA,Gd,TA,326,1,Unf,51,Detchd,CBlock,nonappli,4,20,6,Ex,Rec,0,MetalSd,MetalSd,None,833,RL,7,1Story,No,Normal,WD,TA,0,833,Reg,TA,Y,0,90,MnPrv,SBrkr,0,SBrkr
8,Timber,3,Gd,Gd,Gd,642,2,Fin,2,BuiltIn,PConc,Gd,9,60,1,Ex,Unf,1,VinylSd,VinylSd,BrkFace,2482,RL,5,2Story,Gd,Normal,WD,TA,1349,1094,IR1,TA,Y,1,88,nonappli,SBrkr,39,SBrkr
8,NridgHt,3,Gd,Ex,Gd,878,2,RFn,1,Attchd,PConc,Gd,8,60,1,Gd,Unf,1,VinylSd,VinylSd,BrkFace,2098,RL,5,2Story,Mn,Normal,WD,TA,1060,1030,Reg,TA,Y,1,80,nonappli,SBrkr,52,SBrkr
5,Sawyer,1,TA,Gd,TA,288,1,Fin,42,Attchd,PConc,nonappli,5,20,5,Ex,ALQ,0,HdBoard,HdBoard,BrkFace,899,RL,7,1Story,No,Normal,WD,TA,0,864,Reg,TA,Y,0,65,MnPrv,SBrkr,0,SBrkr
9,NridgHt,3,Ex,Ex,Ex,736,3,Fin,1,BuiltIn,PConc,Gd,11,60,0,Ex,GLQ,2,WdShing,Wd Shng,Stone,2324,RL,5,2Story,No,Partial,New,TA,1142,1175,IR1,TA,Y,0,85,nonappli,SBrkr,21,SBrkr
5,CollgCr,2,TA,TA,TA,600,1,RFn,24,Detchd,CBlock,nonappli,6,20,37,TA,Rec,0,MetalSd,MetalSd,None,894,RL,5,1Story,Av,Normal,WD,TA,0,894,Reg,TA,Y,0,60,nonappli,SBrkr,0,SBrkr
6,SawyerW,2,Gd,Gd,Gd,529,2,RFn,15,Attchd,PConc,nonappli,5,120,15,Gd,GLQ,0,Plywood,ImStucc,None,1575,RL,5,1Story,No,Normal,WD,TA,0,1575,Reg,TA,Y,0,50,nonappli,SBrkr,0,SBrkr
6,CollgCr,2,Gd,Gd,Gd,420,1,RFn,4,Attchd,PConc,TA,3,120,4,Ex,GLQ,1,VinylSd,VinylSd,BrkFace,848,RM,5,1Story,Gd,Normal,WD,TA,0,848,Reg,TA,Y,0,313,nonappli,SBrkr,0,SBrkr
7,OldTown,1,TA,TA,TA,225,1,Unf,90,Detchd,BrkTil,Gd,7,75,56,Ex,Unf,1,MetalSd,MetalSd,None,1690,RM,6,2.5Unf,No,Normal,ConLw,TA,875,815,IR1,TA,Y,0,65,nonappli,SBrkr,0,SBrkr
5,MeadowV,1,TA,TA,TA,336,2,RFn,29,Attchd,PConc,TA,6,160,29,Ex,ALQ,1,CemntBd,CmentBd,None,1475,RM,6,2Story,No,Normal,WD,TA,550,757,Reg,TA,Y,0,41,nonappli,SBrkr,26,SBrkr
6,NridgHt,2,Gd,Gd,Gd,460,2,RFn,2,Attchd,PConc,Gd,6,120,1,Ex,ALQ,1,VinylSd,VinylSd,Stone,1362,RL,5,1Story,Av,Normal,WD,TA,0,1362,IR1,TA,Y,0,61,nonappli,SBrkr,28,SBrkr
8,Blmngtn,2,Gd,Gd,Gd,400,2,Fin,3,Attchd,PConc,TA,7,120,3,Ex,Unf,1,VinylSd,VinylSd,BrkFace,1456,RL,5,1Story,Gd,Normal,WD,TA,0,1273,Reg,TA,Y,0,313,nonappli,SBrkr,20,SBrkr
7,Gilbert,2,Gd,Gd,Gd,576,2,RFn,0,Attchd,PConc,Gd,9,60,0,Ex,GLQ,1,VinylSd,VinylSd,BrkFace,2462,RL,5,2Story,Mn,Partial,New,TA,1070,1392,IR1,TA,Y,1,134,nonappli,SBrkr,132,SBrkr
6,NAmes,2,TA,TA,TA,483,1,RFn,45,Attchd,CBlock,TA,8,60,45,TA,BLQ,1,HdBoard,HdBoard,BrkFace,1796,RL,5,2Story,No,Normal,WD,TA,813,780,Reg,TA,Y,1,71,nonappli,SBrkr,50,SBrkr
5,OldTown,1,TA,Gd,TA,250,1,Unf,82,Detchd,PConc,nonappli,6,50,13,Gd,Unf,0,VinylSd,VinylSd,None,1472,RM,8,1.5Fin,Mn,Normal,WD,Fa,630,702,Reg,TA,Y,0,60,GdWo,SBrkr,0,SBrkr
7,CollgCr,2,Gd,Gd,Gd,660,2,RFn,3,Attchd,PConc,Gd,8,20,3,Ex,GLQ,1,VinylSd,VinylSd,Stone,1604,RL,5,1Story,No,Abnorml,WD,TA,0,1604,Reg,TA,Y,1,68,nonappli,SBrkr,110,SBrkr
5,Timber,2,TA,TA,TA,529,2,Fin,43,Attchd,CBlock,Gd,7,190,43,Ex,ALQ,2,Plywood,Plywood,None,1786,RL,6,1.5Fin,Gd,Normal,WD,TA,167,1499,IR1,TA,Y,0,313,nonappli,SBrkr,0,SBrkr
6,NAmes,1,TA,Gd,TA,377,1,RFn,53,BuiltIn,CBlock,TA,8,80,12,Gd,BLQ,1,AsbShng,AsbShng,None,1661,RL,6,SLvl,Av,Normal,WD,TA,0,992,Reg,TA,Y,0,80,MnPrv,SBrkr,28,SBrkr
4,MeadowV,1,Gd,TA,TA,286,1,Unf,39,Attchd,CBlock,nonappli,3,180,39,TA,GLQ,0,CemntBd,CmentBd,None,630,RM,4,SFoyer,Av,Normal,WD,TA,0,630,Reg,TA,Y,0,21,nonappli,SBrkr,0,SBrkr
10,NridgHt,3,Ex,Ex,Ex,900,2,Fin,0,Attchd,CBlock,Gd,9,20,0,Ex,GLQ,1,CemntBd,CmentBd,BrkFace,2020,RL,5,1Story,No,Partial,New,TA,0,2006,Reg,TA,Y,1,94,nonappli,SBrkr,54,SBrkr
8,NWAmes,2,Gd,Gd,Gd,528,2,Fin,8,Attchd,PConc,nonappli,6,60,8,Ex,GLQ,0,VinylSd,VinylSd,None,1665,RL,6,2Story,No,Normal,WD,TA,855,810,Reg,TA,Y,1,70,nonappli,SBrkr,45,SBrkr
7,CollgCr,2,Gd,Gd,Gd,484,2,Fin,2,Attchd,PConc,Gd,8,20,1,Ex,GLQ,1,VinylSd,VinylSd,None,1836,RL,5,1Story,No,Normal,WD,TA,0,1860,Reg,TA,Y,0,70,nonappli,SBrkr,33,SBrkr
5,OldTown,1,TA,TA,TA,432,2,RFn,24,Attchd,Stone,nonappli,11,70,44,TA,Unf,0,Wd Sdng,Wd Sdng,None,2372,RM,4,2Story,No,Normal,WD,TA,994,994,Reg,TA,N,0,60,nonappli,SBrkr,287,SBrkr
5,BrkSide,2,TA,Fa,TA,440,1,Unf,44,Detchd,PConc,nonappli,5,30,59,TA,LwQ,0,Wd Sdng,Wd Sdng,None,1301,RM,5,1Story,Mn,Normal,WD,TA,0,1145,Reg,TA,Y,0,60,nonappli,SBrkr,0,SBrkr
7,CollgCr,3,Gd,Gd,Gd,826,2,RFn,1,Attchd,PConc,nonappli,5,20,1,Ex,Unf,0,VinylSd,VinylSd,None,1240,RL,5,1Story,Av,Normal,WD,TA,0,1240,Reg,TA,Y,0,74,nonappli,SBrkr,93,SBrkr
6,NAmes,1,TA,TA,TA,336,1,Unf,50,Attchd,CBlock,Gd,6,20,50,Ex,Rec,2,VinylSd,VinylSd,None,1244,RL,6,1Story,No,Normal,WD,TA,0,1244,IR1,TA,Y,1,90,nonappli,FuseA,40,FuseA
8,CollgCr,2,Gd,Gd,Gd,534,2,RFn,6,Attchd,PConc,Gd,7,20,6,Ex,Unf,1,VinylSd,VinylSd,BrkFace,1795,RL,5,1Story,No,Normal,WD,TA,0,1777,Reg,TA,Y,0,75,nonappli,SBrkr,159,SBrkr
6,Gilbert,2,Gd,Gd,TA,400,2,RFn,17,Attchd,PConc,nonappli,6,20,17,Gd,GLQ,0,HdBoard,HdBoard,BrkFace,1167,RL,6,1Story,No,Normal,WD,TA,0,1158,IR1,TA,Y,0,313,nonappli,SBrkr,26,SBrkr
8,Somerst,3,Gd,Ex,Gd,840,2,Fin,1,Attchd,PConc,Gd,7,20,0,Ex,Unf,1,CemntBd,CmentBd,Stone,1578,RL,5,1Story,No,Partial,New,TA,0,1573,Reg,TA,Y,0,78,nonappli,SBrkr,36,SBrkr
8,Timber,2,Gd,Gd,Gd,431,2,Fin,8,Attchd,PConc,nonappli,9,60,8,Ex,Unf,0,VinylSd,VinylSd,None,1908,RL,5,2Story,No,Normal,WD,TA,915,967,Reg,TA,Y,1,85,nonappli,SBrkr,0,SBrkr
6,OldTown,0,TA,TA,TA,0,1,nonappli,-9.22E+18,nonappli,BrkTil,nonappli,7,50,10,Gd,Unf,0,MetalSd,MetalSd,None,1198,RM,7,1.5Fin,No,Abnorml,ConLD,nonappli,110,901,IR1,nonappli,Y,0,60,MnPrv,SBrkr,98,SBrkr
